sku,nombre,codigo_barras,marca,via_recomendada
"DERM-I00445","Etibeta 0.25 / 5 MG 10 Comprimidos","7467851057707","ETIBETA","buscar o foto propia"
"DERM-I00446","Etibeta Jarabe 0.25/5ML 60 ML","7467851059978","ETIBETA","buscar o foto propia"
"DERM-I00447","Eucerin Advanced Repair Cream 8 OZ","0072140031800","EUCERIN","sitio oficial de marca"
"DERM-I00448","Eucerin Advanced Repair Crema 16 OZ","0072140020491","EUCERIN","sitio oficial de marca"
"DERM-I00457","Eucerin Anti-pigmento GEL Limpiador 400 ML","4005800346576","EUCERIN","sitio oficial de marca"
"DERM-I00458","Eucerin Aquaphor Pomada Reparadora 55ML","4005800223136","EUCERIN","sitio oficial de marca"
"DERM-I00472","Eucerin Espuma Micelar Dermatoclean Hyaluron 150 ML","4005800270475","EUCERIN","sitio oficial de marca"
"DERM-I00475","Eucerin Hyaluron Filler +3x Effect Pore Minimizer Serum Facial 30 ML","7501054550211","EUCERIN","sitio oficial de marca"
"DERM-I00484","Eucerin Hyaluron-filler Epigenetic Serum","","EUCERIN","sitio oficial de marca"
"DERM-I00490","Eucerin Locion Solar Para Ninos SPF 50+","4005800027468","EUCERIN","sitio oficial de marca"
"DERM-I00495","Eucerin PH5 Jabon 100 GR","4005800086380","EUCERIN","sitio oficial de marca"
"DERM-I00501","Eucerin Pigment Control Tinted Anti-manchas Tono Claro","4005900902566","EUCERIN","sitio oficial de marca"
"DERM-I00503","Eucerin Protector Solar Fluid Crema Facial Ultra 100 SPF 50+ 80ML","4006000110363","EUCERIN","sitio oficial de marca"
"DERM-I00506","Eucerin Sensitive Mineral Tinted SPF 35","0072140036096","EUCERIN","sitio oficial de marca"
"DERM-I00507","Eucerin Sensitive Mineral Zinc Oxide Protection SPF 50 4 OZ","0072140032265","EUCERIN","sitio oficial de marca"
"DERM-I00510","Fillmed Skin Perfusion Cleansing OIL 500ML","3540550000169","FILLMED","buscar o foto propia"
"DERM-I00511","Fillmed Skin Perfusion Re-time Serum 30ML","3401360019973","FILLMED","buscar o foto propia"
"DERM-I00512","Filorga Hyalu-filler Serum Hidratante 30 ML","3540550017495","FILORGA","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00519","Filorga Ncef-revitalize Serum 30 ML","3540550015378","FILORGA","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00528","Filtro Solar Helio C","","FILTRO","buscar o foto propia"
"DERM-I00529","Fluconazol IF 150 MG X 14 CAP *** Detallado ***","7468438460446","FLUCONAZOL","buscar o foto propia"
"DERM-I00530","Fluconazol LAM 150 MG","","FLUCONAZOL","buscar o foto propia"
"DERM-I00531","Folister Complex Hair Lotion 60 ML","7703153042509","FOLISTER","buscar o foto propia"
"DERM-I00532","Frezyderm Crema Efecto Botulin 50 ML","5202888271625","FREZYDERM","buscar o foto propia"
"DERM-I00535","Frezyderm Face Acido Hyaluronic Serum 30 ML","5202888273216","FREZYDERM","buscar o foto propia"
"DERM-I00536","Frezyderm Face Pure Colágeno Serum 30 ML","5202888273230","FREZYDERM","buscar o foto propia"
"DERM-I00537","Frezyderm Face Retinol Serum 30 ML","5202888273247","FREZYDERM","buscar o foto propia"
"DERM-I00538","Frezyderm Face Super Skin Code Serum 30 ML","5202888273254","FREZYDERM","buscar o foto propia"
"DERM-I00539","Frezyderm Mild Wash Foam 150ML","5202888100123","FREZYDERM","buscar o foto propia"
"DERM-I00540","Frezyderm Revitalizing Serum 30 ML","5202888271113","FREZYDERM","buscar o foto propia"
"DERM-I00542","Frezyderm SUN Screen Velvet SPF 50 ML","5202888222290","FREZYDERM","buscar o foto propia"
"DERM-I00543","Frezyderm Vitamina C Serum","","FREZYDERM","buscar o foto propia"
"DERM-I00544","Fusibact Crema 20 GR","7468517130536","FUSIBACT","buscar o foto propia"
"DERM-I00545","Galderma Adaferin GEL Tubo 0.1% 30 G","3499320001526","GALDERMA","buscar o foto propia"
"DERM-I00546","Galderma Benzac AC GEL 5% 60G","3499320005395","GALDERMA","buscar o foto propia"
"DERM-I00547","Galderma Epiduo 0.1% / 2.5% GEL 30 G","3499320003087","GALDERMA","buscar o foto propia"
"DERM-I00548","Galderma Nutracort Locion 120 ML","3499320001359","GALDERMA","buscar o foto propia"
"DERM-I00549","Genove Fluidbase K CR Antiojeras 20ML","","GENOVE","buscar o foto propia"
"DERM-I00550","Genove Fluidbase K Crema Antiojeras 20 ML","8423372040382","GENOVE","buscar o foto propia"
"DERM-I00552","Genove Fluidbase Rederm 15% AHA GEL Forte 30 ML","8423372040009","GENOVE","buscar o foto propia"
"DERM-I00553","Genove Fluidbase Rederm Colageno Bebible 20 Sobres","8423372800450","GENOVE","buscar o foto propia"
"DERM-I00554","Genove Fluidbase Rederm Retinol + VIT C 30 ML","8423372040078","GENOVE","buscar o foto propia"
"DERM-I00555","Genove Genocutan GEL Dermatologico 100 ML","8423372800320","GENOVE","buscar o foto propia"
"DERM-I00556","Genove Genocutan GEL Dermatologico 250 ML","8423372800276","GENOVE","buscar o foto propia"
"DERM-I00557","Genove Genocutan GEL Dermatologico 500 ML","8423372800290","GENOVE","buscar o foto propia"
"DERM-I00558","Genove Previrit Crema DE Afeitar Sensitive 300 ML","8423372000645","GENOVE","buscar o foto propia"
"DERM-I00559","Glinderm Al 4%","","GLINDERM","buscar o foto propia"
"DERM-I00560","Glisodin Anti-age","3760084964083","GLISODIN","buscar o foto propia"
"DERM-I00561","Glisodin Skin Brightening 60 Capsulas","3760084964090","GLISODIN","buscar o foto propia"
"DERM-I00562","Glisodin V-sod 60 Capsulas","3760084964106","GLISODIN","buscar o foto propia"
"DERM-I00563","Guantes DE Tela ** DOS Unidades **","","GUANTES","buscar o foto propia"
"DERM-I00564","Guantes DE Tela Medieum ** DOS Unidades **","","GUANTES","buscar o foto propia"
"DERM-I00565","GV Crema Blanqueadora 30 GR.","7467924550043","GV","buscar o foto propia"
"DERM-I00566","GV Crema Glicofitica 30 GR","7467924550050","GV","buscar o foto propia"
"DERM-I00567","GV Eritromicina GEL AL 4%","","GV","buscar o foto propia"
"DERM-I00568","GV Jabon DE Manzanilla 235 ML","7467924550265","GV","buscar o foto propia"
"DERM-I00569","GV Locion Antiestrias 120 GR","7467924550210","GV","buscar o foto propia"
"DERM-I00570","GV Triblanq Crema 25 G","7467924550074","GV","buscar o foto propia"
"DERM-I00571","HD Cosmetic Efficiency Mask K 50 ML","","HD","buscar o foto propia"
"DERM-I00572","HD Melan TXA Crema GEL Noche 50 ML","8424561008961","HD","buscar o foto propia"
"DERM-I00573","HD Melan TXA Locion Corporal 400 ML","8424561008565","HD","buscar o foto propia"
"DERM-I00574","Heliocare 360 Color Beige GEL OIL Free SPF 50 50 ML","8470001873590","HELIOCARE","sitio oficial de marca"
"DERM-I00575","Heliocare 360 Color Bronze GEL OIL Free SPF 50 50 ML","8470001873583","HELIOCARE","sitio oficial de marca"
"DERM-I00576","Heliocare 360 Compacto Color Beige Oil-free","8470002141469","HELIOCARE","sitio oficial de marca"
"DERM-I00577","Heliocare 360 Compacto Color Perla","8470002141445","HELIOCARE","sitio oficial de marca"
"DERM-I00578","Heliocare 360 GEL OIL Free Color Bronze Intense","8470001921994","HELIOCARE","sitio oficial de marca"
"DERM-I00582","Heliocare 360 MD A-R Emulsion 50ML","8470002061705","HELIOCARE","sitio oficial de marca"
"DERM-I00581","Heliocare 360 MD AK Fluid SPF 100 50 ML","8470001870483","HELIOCARE","sitio oficial de marca"
"DERM-I00583","Heliocare 360 Mineral Fluido SPF 50","","HELIOCARE","sitio oficial de marca"
"DERM-I00584","Heliocare 360 Oral 60 Capsulas","8470001821478","HELIOCARE","sitio oficial de marca"
"DERM-I00585","Heliocare 360 Pigment Solution Fluid SPF 50+","8470001977793","HELIOCARE","sitio oficial de marca"
"DERM-I00586","Heliocare 360 Sensation SPF 50 50 ML","8470002147102","HELIOCARE","sitio oficial de marca"
"DERM-I00587","Heliocare 360 Sport Barra","8470002024434","HELIOCARE","sitio oficial de marca"
"DERM-I00590","Heliocare Advanced GEL SPF 50","8470001684011","HELIOCARE","sitio oficial de marca"
"DERM-I00591","Heliocare Compacto Color Brown Oil-free","8470002029224","HELIOCARE","sitio oficial de marca"
"DERM-I00592","Heliocare Compacto Color Fair Oil-free","8470002487307","HELIOCARE","sitio oficial de marca"
"DERM-I00593","Heliocare Compacto Color Light Oil-free","8470002029231","HELIOCARE","sitio oficial de marca"
"DERM-I00594","Heliocare GEL Crema Color Brown SPF 50","8470001571434","HELIOCARE","sitio oficial de marca"
"DERM-I00596","Heliocare Spray SPF 50 200 ML","8470001813800","HELIOCARE","sitio oficial de marca"
"DERM-I00598","Hidrisage Circadien Serum Reparador 40 ML","7703281020035","HIDRISAGE","buscar o foto propia"
"DERM-I00601","Hidrisage Lumed Base Fluida Tono Claro 40 G","7703281001515","HIDRISAGE","buscar o foto propia"
"DERM-I00605","Hidrisage MA AT Mousse Tono 1 25 GR","7703281002147","HIDRISAGE","buscar o foto propia"
"DERM-I00606","Hidrisage MA AT Mousse Tono 2 25 GR","7703281002154","HIDRISAGE","buscar o foto propia"
"DERM-I00607","Hidrisage MA AT Mousse Tono 3 25 GR","7703281002161","HIDRISAGE","buscar o foto propia"
"DERM-I00608","Hidrisage Yeux Contorno DE Ojos 20 G","7703281001935","HIDRISAGE","buscar o foto propia"
"DERM-I00609","Hidrotex Crema 30 GR","","HIDROTEX","buscar o foto propia"
"DERM-I00610","Hiposudol Desodorante Roll-on 50 ML","","HIPOSUDOL","buscar o foto propia"
"DERM-I00611","Hyalu Serum B5 30ML","","HYALU","buscar o foto propia"
"DERM-I00612","Iberdo Jabon Intimo 200 ML","7465668558134","IBERDO","buscar o foto propia"
"DERM-I00613","Ibertobar 100 MG 15 ** Detalle **","","IBERTOBAR","buscar o foto propia"
"DERM-I00614","Ibertobar 100 MG 15 Capsulas","7468438462549","IBERTOBAR","buscar o foto propia"
"DERM-I00615","Idcp Aceite DE Rosa Mosqueta","7460564400051","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00616","Idcp Aceite Salicilado 2%","7460564400068","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00617","Idcp Acido Tricloroacetico 95 % 5CC","7460564404325","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00618","Idcp Antiestrias A","7460564400594","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00619","Idcp Benzalic GEL 30 ML","7460564400778","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00620","Idcp Bergamota AL 20%","7460564400792","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00621","Idcp Capil G Locion Formula #14","7460564401775","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00622","Idcp Capil S Locion Formula #13","7460564401751","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00623","Idcp Carfenol","","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00624","Idcp Cloruro DE Alumunio AL 70%","7460564401089","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00625","Idcp Eritrosol 4%","","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00626","Idcp Escabiderm N Unguento Formula 7","7460564401928","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00627","Idcp Filtro Solar GEL","7460564401577","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00628","Idcp Filtro Solar Ultra SPF 50+","7460564420738","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00629","Idcp Formula - 102","7460564401720","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00630","Idcp Formula #5 Pomada 45 GR","7460564401881","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00631","Idcp Formula 101 Polvo 120 G","7460564401713","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00632","Idcp Formula 8","","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00633","Idcp GEL Nutritivo CON Liposomas Y Vitamina C","7460564402130","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00634","Idcp Glinderm Blanqueadora AL 3%","7460564400860","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00635","Idcp Glinderm Blanqueadora AL 4%","7460564400877","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00636","Idcp Glinderm Crema AL 10%","7460564419053","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00637","Idcp Glinderm GEL AL 10%","7460564419046","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00638","Idcp Hidraderm E","7460564402604","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00639","Idcp Hidroderm Crema AL 1%","7460564402338","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00640","Idcp Hidrox AL 3% Crema","7460564402659","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00641","Idcp Hidrox AL 3% Solucion","7460564402673","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00642","Idcp Hidrox AL 5%","7460564402697","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00643","Idcp Jabon DE Castilla","","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00644","Idcp Jabón DE Manzanilla","7460564402932","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00645","Idcp Ketoconazol Shampoo AL 2%","7460564402963","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00646","Idcp Leche Para Limpieza","7460564403014","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00647","Idcp Locion Antimicotica Formula #5 Solucion","7460564401898","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00648","Idcp Locion Hidroderm HDC AL 2%","7460564402512","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00649","Idcp Locion MC","7460564403007","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00650","Idcp Locion Urea AL 10% CON Aloe Vera","7460564403175","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00651","Idcp Locion Urea AL 3% CON Aloe Vera Y Avena","7460564420189","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00652","Idcp Loxzital Locion Formula #1","7460564401652","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00653","Idcp Minoxidil 5% Locion","7460564403595","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00654","Idcp Pantalla Solar 1","7460564403922","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00655","Idcp Pantalla Solar 2","7460564403939","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00656","Idcp Peroxido DE Benzoilo GEL 5%","7460564404301","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00657","Idcp Podofilina 25% 50CC","7460564400402","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00658","Idcp Pomada Salicilada AL 20%","7460564404417","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00659","Idcp Protecsol FPS 30","7460564404721","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00660","Idcp Resorcina AL 3%","7460564404592","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00661","Idcp Resorcina AL 5%.","7460564404608","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00662","Idcp Retingel AL 0.05%","7460564404646","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00663","Idcp Triancinol AL 0.01% Salicilada Pomada Esteroide","7460564401430","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00664","Idcp Urea AL 20%","7460564404943","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00665","Idcp Urea AL 40%","7460564405001","IDCP","foto propia (no esta en Carol ni en Los Hidalgos, sin web accesible)"
"DERM-I00666","Improscar Stick SPF 50","7350105850035","IMPROSCAR","buscar o foto propia"
"DERM-I00667","Inmunoferon 500MG ** Detalle **","8470001860736","INMUNOFERON","buscar o foto propia"
"DERM-I00668","Iraltone DS Shampoo 200 ML","","IRALTONE","buscar o foto propia"
"DERM-I00669","Iraltone Shampoo Fortificante 200ML","","IRALTONE","buscar o foto propia"
"DERM-I00670","Iraltone Shampoo Sebo-regulador 200 ML","8436574360462","IRALTONE","buscar o foto propia"
"DERM-I00672","Isdin Acniben Limpiador Matificante GEL 400 ML","8429420227590","ISDIN","sitio oficial de marca"
"DERM-I00675","Isdin Flavo-c Ultraglican DIA - Flavo-c Melatonin Noche","8470001864826","ISDIN","sitio oficial de marca"
"DERM-I00676","Isdin Fotoprotector Fusionwater 5 Daily Protection","8470001748577","ISDIN","sitio oficial de marca"
"DERM-I00677","Isdin Fotoprotector GEL Crema SPF 50 250 ML","8429420161214","ISDIN","sitio oficial de marca"
"DERM-I00678","Isdin Fotoprotector GEL Crema WET Skin SPF 50 250 ML","","ISDIN","sitio oficial de marca"
"DERM-I00680","Isdin Fotoprotector Invisible Stick SPF 50","8429420280885","ISDIN","sitio oficial de marca"
"DERM-I00683","Isdin Fotoprotector Transparent Spray WET Skin 50 SPF 250ML","8429420187948","ISDIN","sitio oficial de marca"
"DERM-I00684","Isdin Fotoprotector UV Mineral Brocha ON THE GO SPF 50","8429420200814","ISDIN","sitio oficial de marca"
"DERM-I00686","Isdin Fotoultra 100 Active Unify Corrige SPF 50+","8470001710529","ISDIN","sitio oficial de marca"
"DERM-I00690","Isdin Fusion Water Color Bronze","8429420226272","ISDIN","sitio oficial de marca"
"DERM-I00691","Isdin Fusion Water Color Medium 50 ML","8429420154186","ISDIN","sitio oficial de marca"
"DERM-I00692","Isdin Fusion Water Magic Color Bronze","8429420285651","ISDIN","sitio oficial de marca"
"DERM-I00693","Isdin Fusion Water Magic Color Light","8429420226265","ISDIN","sitio oficial de marca"
"DERM-I00694","Isdin Fusion Water Magic Color Medium","8429420285637","ISDIN","sitio oficial de marca"
"DERM-I00695","Isdin Fusion Water Magic Glow SPF 30 50ML","8429420307254","ISDIN","sitio oficial de marca"
"DERM-I00696","Isdin Fusion Water Magic SPF 50.","8429420248977","ISDIN","sitio oficial de marca"
"DERM-I00697","Isdin Hyaluronic Eyes","8429420281103","ISDIN","sitio oficial de marca"
"DERM-I00698","Isdin Hyaluronic Moisture Piel Grasa Y Mixta 50G","8429420223349","ISDIN","sitio oficial de marca"
"DERM-I00699","Isdin Hyaluronic Moisture Piel Normal 50G","","ISDIN","sitio oficial de marca"
"DERM-I00702","Isdin Isdineuticals AGE Reverse Nicht 50 ML","8429420172401","ISDIN","sitio oficial de marca"
"DERM-I00703","Isdin Micelar Solution 4 EN 1 100 ML","8470001880154","ISDIN","sitio oficial de marca"
"DERM-I00704","Isdin Micellar Solution 4 EN 1 400 ML","8429420128644","ISDIN","sitio oficial de marca"
"DERM-I00705","Isdin Nutradeica DS Facial GEL Crema","8429420171718","ISDIN","sitio oficial de marca"
"DERM-I00708","Isdin Ureadin Shower GEL 400 ML","8470001649799","ISDIN","sitio oficial de marca"
"DERM-I00711","Isdinceutics Flavo-c Ultraglican DIA","8429420138933","ISDINCEUTICS","buscar o foto propia"
"DERM-I00713","Isdinceutics K-ox-eyes 15 ML","8429420113374","ISDINCEUTICS","buscar o foto propia"
"DERM-I00714","Isdinceutics Mineral Brocha SPF50","8429420135185","ISDINCEUTICS","buscar o foto propia"
"DERM-I00730","Isispharma Neotone Prevent SPF50+ Mineral 30 ML","3760269770492","ISISPHARMA","buscar o foto propia"
"DERM-I00731","Isispharma Neotone Radiance 50+ Medieum 30ML","3760269770980","ISISPHARMA","buscar o foto propia"
"DERM-I00740","Isispharma Secalia AHA 200 ML.","3031500311621","ISISPHARMA","buscar o foto propia"
"DERM-I00742","Isispharma Secalia ATO Shower Cream 400 ML","0376026977108","ISISPHARMA","buscar o foto propia"
"DERM-I00752","Isispharma Uveblock SPF 50 DRY Touch Medium 40 ML","3760269770522","ISISPHARMA","buscar o foto propia"
"DERM-I00755","Isispharma Uveblock SPF 50+ Fluid Tinte Medium 40 ML.","3031500311614","ISISPHARMA","buscar o foto propia"
"DERM-I00758","Isispharma Uveblock SPF 80 Tinted Cream 40 ML.","3031500311232","ISISPHARMA","buscar o foto propia"
"DERM-I00760","Isoface 20 MG X 30 Capsulas","7703153016234","ISOFACE","buscar o foto propia"
"DERM-I00761","Isoface 40 MG X 20 Capsulas","7703153017859","ISOFACE","buscar o foto propia"
"DERM-I00762","Isolve 20 MG X 30 Caps","","ISOLVE","buscar o foto propia"
"DERM-I00763","Isox 15-D 100 MG","7501314705153","ISOX","buscar o foto propia"
"DERM-I00764","Ivermectina 6 MG ** Detalle **","7468999198628","IVERMECTINA","buscar o foto propia"
"DERM-I00765","Ivermectina 6MG X 6 Tabletas","7462103050000","IVERMECTINA","buscar o foto propia"
"DERM-I00766","Ivexterm 6 MG 2 Tabletas","7501122969808","IVEXTERM","buscar o foto propia"
"DERM-I00767","Jabon DE Castilla 75GRS","7460383896554","JABON","buscar o foto propia"
"DERM-I00768","Kalm 10 MG ** Detalle **","","KALM","buscar o foto propia"
"DERM-I00769","Kalm 25 MG ** Detalle **","","KALM","buscar o foto propia"
"DERM-I00770","Kalm Jarabe 120 ML","7460828545153","KALM","buscar o foto propia"
"DERM-I00771","Keto Plus Shampoo 120 ML","8904091113934","KETO","buscar o foto propia"
"DERM-I00772","Ketzole Jabon Pasta AL 2% 100 GR","7467851055338","KETZOLE","buscar o foto propia"
"DERM-I00773","Kexili - 0.1 Barra","7467634172405","KEXILI","buscar o foto propia"
"DERM-I00774","Kexili 0.3 Barra","7467634172467","KEXILI","buscar o foto propia"
"DERM-I00775","Kitoscell GEL PFD 30 GR","7502224228763","KITOSCELL","buscar o foto propia"
"DERM-I00857","L'occitane Verveine GEL Crema DE Mano 75 ML","3253581306239","L'OCCITANE","buscar o foto propia"
"DERM-I00776","LA Roche Effaclar MED GEL Cleanser 2% Salicylic Acid 100ML","","LA","sitio oficial de marca"
"DERM-I00777","LA Roche Posay Anthelios 60 Shaka Ultra Light Fluido","0883140012993","LA","sitio oficial de marca"
"DERM-I00779","LA Roche Posay Anthelios UV Clear SPF 50 50 ML","3606000622111","LA","sitio oficial de marca"
"DERM-I00780","LA Roche Posay Anthelios UV Hydra SPF 50 50 ML","3606000613126","LA","sitio oficial de marca"
"DERM-I00782","LA Roche Posay Anthelios UV Tone SPF 50 50 ML","3606000622050","LA","sitio oficial de marca"
"DERM-I00784","LA Roche Posay Cicaplast Levres","","LA","sitio oficial de marca"
"DERM-I00785","LA Roche Posay Cicaplast Spray 100 ML","3337875909990","LA","sitio oficial de marca"
"DERM-I00787","LA Roche Posay Effaclar BPO Multi Acne","","LA","sitio oficial de marca"
"DERM-I00790","LA Roche Posay KIT Effaclar Dermatological Acne","","LA","sitio oficial de marca"
"DERM-I00791","LA Roche Posay Lipikar Aceite 400 ML","3337875853484","LA","sitio oficial de marca"
"DERM-I00794","LA Roche Posay Posthelios 100 ML","3337875560382","LA","sitio oficial de marca"
"DERM-I00795","LA Roche Posay Vitamina C Brightening Cleanser","3337875924726","LA","sitio oficial de marca"
"DERM-I00797","LA Roche-posay Anthelios 50 Anti-aging Primer","","LA","sitio oficial de marca"
"DERM-I00798","LA Roche-posay Anthelios 50 Face Mineral Light Fluid Sunscreen 50 ML","0883140000907","LA","sitio oficial de marca"
"DERM-I00799","LA Roche-posay Anthelios 60 Face Clear Skin Sunscreen DRY Touch 50 ML","3606000430488","LA","sitio oficial de marca"
"DERM-I00800","LA Roche-posay Anthelios 60 Face DRY Touch 90 ML","3606000605886","LA","sitio oficial de marca"
"DERM-I00802","LA Roche-posay Anthelios AOX SPF 50","3606000403703","LA","sitio oficial de marca"
"DERM-I00803","LA Roche-posay Anthelios Dermo-pediatrics 125ML","8431567351892","LA","sitio oficial de marca"
"DERM-I00805","LA Roche-posay Anthelios Tinted Mineral Light Fluid SPF 50 50 ML","0883140020899","LA","sitio oficial de marca"
"DERM-I00807","LA Roche-posay Anthelios Ultra Light Spray Lotion Sunscreen SPF 60","0883140500841","LA","sitio oficial de marca"
"DERM-I00808","LA Roche-posay Anthelios Uvmune 400 Invisible Fluid","8431567501136","LA","sitio oficial de marca"
"DERM-I00811","LA Roche-posay Clarifying Solution 200 ML","0883140040248","LA","sitio oficial de marca"
"DERM-I00821","LA Roche-posay Effaclar Serum 30 ML","3337875734837","LA","sitio oficial de marca"
"DERM-I00823","LA Roche-posay Hyalu B5 Serum 50 ML","3337875683739","LA","sitio oficial de marca"
"DERM-I00824","LA Roche-posay Hyalu Serum B5 30ML","3337875583626","LA","sitio oficial de marca"
"DERM-I00827","LA Roche-posay Lipikar AP+ Gentle Foaming Moisturizing Wash 400ML","3337875751032","LA","sitio oficial de marca"
"DERM-I00834","LA Roche-posay Niacinamide 10 Serum 30 ML","3337875791885","LA","sitio oficial de marca"
"DERM-I00837","LA Roche-posay Redermic R 30 ML","3337872413063","LA","sitio oficial de marca"
"DERM-I00840","LA Roche-posay Toleriane Creme Moussante Purifiante 125ML","3433422405332","LA","sitio oficial de marca"
"DERM-I00843","LA Roche-posay Toleriane Double Repair Face Moisturizer 100 ML","3337875545792","LA","sitio oficial de marca"
"DERM-I00844","LA Roche-posay Toleriane Double Repair Face Moisturizer 40 ML","3337875839969","LA","sitio oficial de marca"
"DERM-I00845","LA Roche-posay Toleriane Double Repair Matte Moisturizer 100 ML","3337875782999","LA","sitio oficial de marca"
"DERM-I00847","LA Roche-posay Toleriane Double Repair UV Face Moisturizer SPF 30 100 ML","3337875545846","LA","sitio oficial de marca"
"DERM-I00849","LA Roche-posay Toleriane Purifying Foaming Cleanser 200 ML","3337875685894","LA","sitio oficial de marca"
"DERM-I00852","Lenoy Shampoo Anticaspa Grasa 240ML","7460828584466","LENOY","buscar o foto propia"
"DERM-I00853","Lenoy Shampoo Anticaspa Seca 240ML","7460828584473","LENOY","buscar o foto propia"
"DERM-I00854","Levaler 5MG 10 Capsulas","7703153036393","LEVALER","buscar o foto propia"
"DERM-I00855","Levaler Jarabe 120 ML","7703153024048","LEVALER","buscar o foto propia"
"DERM-I00856","Licoforte GEL AL 4% 30 GR","8470006515426","LICOFORTE","buscar o foto propia"
"DERM-I00858","Lubriderm Reparacion Intensiva 120ML","7501007528939","LUBRIDERM","buscar o foto propia"
"DERM-I00859","Lysine 500 MG","","LYSINE","buscar o foto propia"
"DERM-I00860","Marabea Crema 15 GR","7468517137283","MARABEA","buscar o foto propia"
